,"1. ""The weather was miserable, completely ruining our plans for the day.""","2. ""Despite a few challenges, the overall performance of the team was impressive.""","3. ""The government’s new policy is a game-changer, making life easier formany.""","4. ""The presentation was mediocre; it neither stood out nor did it fall flat.""","5. ""I’ve never experienced such terrible customer service in my life!""","6. ""Reading that book was an enlightening experience; I learned so much.""","7. ""His speech was dull and uninspiring, lacking any real substance.""","8. ""She was thrilled with her promotion and couldn't stop smiling.""","9. ""The movie was okay, some parts were good while others were underwhelming.""","10. ""This restaurant exceeded all my expectations—absolutely phenomenal!""","11. ""The new software update crashed my computer, an absolute nightmare.""","12. ""Their strategy is risky but has the potential for great rewards.""","13. ""The party was a disaster; nothing went according to plan.""","14. ""Everyone appreciated his effort, and his dedication was clearly evident.""","15. ""The article was well-written but didn't really offer new insights.""","16. ""Receiving that award was the highlight of my career!""","17. ""Their argument was full of holes and very unconvincing.""","18. ""I'm delighted with the new features in the app, it’s exactly what weneeded.""","19. ""While the debate had strong points, some aspects were contentious.""","20. ""Her kindness in helping me was deeply appreciated.""","21. ""The conference was a let-down, poorly organized and uninformative.""","22. ""Loved how they decorated the venue; it looked magical.""","23. ""The package arrived late and damaged—extremely disappointed.""","24. ""Although sceptical at first, I found the product to be quite satisfactory.""","25. ""The team's spirit and effort throughout the season have been commendable.""","1. ""We need to invest more in public education and create equitable opportunities for all students.""","2. ""Government regulations are stifling small businesses and need to be reduced.""","3. ""Climate change action is urgent and requires immediate government intervention.""","4. ""Personal responsibility is key to reducing dependence on welfare programs.""","5. ""Affordable healthcare should be a right, not a privilege, for every citizen.""","6. ""Strong national defense is essential to protect our country's interests.""","7. ""Increasing the minimum wage will lift many working families out of poverty.""","8. ""Tax cuts for corporations drive innovation and economic growth.""","9. ""Social justice reforms are needed to address systemic inequality.""","10. ""Immigration policies should prioritize skilled workers to enhance the economy.""","11. ""Renewable energy investment is critical to reducing our carbon footprint.""","12. ""School choice gives parents the ability to provide the best education for their children.""","13. ""Wealth redistribution through progressive taxation is necessary for a fair society.""","14. ""Protecting gun rights ensures citizens can defend themselves and their property.""","15. ""The government should play a larger role in managing the economy to prevent crises.""","16. ""Voter ID laws are essential to maintaining the integrity of our elections.""","17. ""Labor unions are vital for protecting workers' rights and ensuring fair wages.""","18. ""Prison reform is necessary to reduce recidivism and promote rehabilitation.""","19. ""Reducing government spending is crucial to lowering the national debt.""","20. ""Healthcare should be managed privately rather than through government programs.""","21. ""Support for renewable energy industries will create jobs and promote sustainability.""","22. ""Deregulation is necessary to spur economic growth and create jobs.""","23. ""Universal basic income could address poverty and stabilize the economy.""","24. ""Military spending should be increased to ensure national security.""","25. ""Equality in marriage laws is a fundamental human right.""","1. ""The market update revealed some trends and patterns over the last quarter.""","2. ""After months of dedication, their effort finally paid off, and they were elated.""","3. ""He calmly explained the procedure and answered all their questions.""","4. ""Upon seeing the new design, she couldn't hide her amazement.""","5. ""The news of the disaster left everyone in a state of shock and disbelief.""","6. ""The results of the experiment were somewhat surprising.""","7. ""His heartfelt speech moved the audience, leaving many in tears.""","8. ""She felt a slight sense of unease but proceeded with her plans.""","9. ""The team celebrated their victory with exuberant enthusiasm.""","10. ""The meeting was productive, yet it didn't spark much excitement.""","11. ""The tragic accident cast a pall over the entire community.""","12. ""His casual remark sparked a heated debate among the participants.""","13. ""The serene landscape brought a sense of peace and tranquility.""","14. ""Winning the game was a thrilling moment for all the players.""","15. ""The film was quite enjoyable, eliciting smiles and laughter from the viewers.""","16. ""Hearing the bad news, he felt a wave of overwhelming sadness.""","17. ""The surprise party filled her with immense joy and gratitude.""","18. ""The article discussed the economic implications of the recent policy change.""","19. ""Receiving the award was a moment of profound pride for him.""","20. ""The monotonous lecture failed to engage the students.""","21. ""The betrayal left her feeling utterly devastated and heartbroken.""","22. ""The concert was electrifying, leaving the audience buzzing with energy.""","23. ""His resignation was a calculated move, done without much emotional turmoil.""","24. ""Their adventurous journey was filled with excitement and unforeseen challenges.""","25. ""The quiet evening at home provided a welcome sense of relaxation.""","1. ""Wonderful, my favorite show is cancelled.""","2. ""You did an absolutely amazing job of making me late.""","3. ""This is just the best weather for a picnic—rainy and cold.""","4. ""Oh, I really wanted to get stuck in traffic for hours.""","5. ""The food at this restaurant is to die for—especially if you want foodpoisoning.""","6. ""I love how you never listen to a word I say.""","7. ""Great, because we needed another broken appliance in this house.""","8. ""Perfect, just what I needed—a flat tire.""","9. ""Yeah, right, like that’s ever going to happen.""","10. ""I can’t imagine a more thrilling way to spend my weekend.""","11. ""Sure, it’s completely fine to miss all the deadlines.""","12. ""You've really outdone yourself this time.""","13. ""Why don't you tell me more about how perfect your life is?""","14. ""Fantastic, another cold call. Just what I was hoping for.""","15. ""I’m absolutely ecstatic about this mandatory meeting.""","16. ""Oh, please, go on. Your stories are so riveting.""","17. ""I just love when my computer crashes—makes my day.""","18. ""So happy to have more homework tonight.""","19. ""Of course, I love being ignored.""","20. ""Wow, because working late is my favorite thing to do.""","21. ""Right, because running out of coffee is exactly what I needed today.""","22. ""You’ve solved all the world’s problems with that suggestion.""","23. ""Clearly, you’re the best driver here.""","24. ""Just what I wanted, another spam email.""","25. ""Oh, I really wanted to redo all my work today."""
0,1,3,5,3,1,5,2,5,3,5,1,2,1,4,3,4,3,5,3,4,1,5,1,4,4,2,4,1,5,1,4,2,5,2,3,3,3,2,4,2,3,2,2,4,5,3,4,2,4,1,1,4,2,5,5,2,5,3,5,2,4,2,3,4,4,5,5,1,4,2,5,5,2,3,3,4,3,4,5,5,3,3,4,2,1,4,1,3,4,5,5,3,3,4,4,3,5,1,4,4
1,1,5,5,4,1,5,1,5,4,5,1,4,5,4,4,5,1,5,4,5,1,5,1,4,5,3,5,1,2,1,5,1,4,1,5,1,1,1,5,3,5,1,1,1,3,1,2,1,5,1,1,4,1,4,5,3,5,2,5,2,5,4,1,4,4,5,5,1,4,1,5,5,4,3,1,3,3,4,5,4,4,3,3,4,5,4,5,5,4,4,5,4,4,4,4,4,5,5,4,5
2,2,4,4,3,1,4,2,4,3,5,2,3,2,4,3,5,2,4,3,4,1,4,2,4,4,1,4,1,4,4,4,1,5,1,4,1,4,1,5,2,2,1,2,4,5,2,4,1,4,1,1,4,2,4,5,3,5,3,4,2,4,4,3,4,4,4,4,1,4,1,5,4,2,4,2,4,4,5,5,5,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3,3,4,3,3,4
3,1,4,5,3,1,5,2,5,3,5,1,4,1,5,2,5,1,5,2,5,1,5,1,4,4,1,4,2,4,2,4,2,5,1,5,2,4,1,5,1,4,1,2,4,5,2,5,1,5,1,1,5,3,4,5,3,5,4,5,3,5,5,5,5,4,5,5,1,5,4,5,5,4,5,5,3,5,4,4,5,5,4,3,2,3,4,5,5,4,3,5,4,3,4,4,3,5,4,3,4
4,1,4,5,3,1,5,1,5,3,5,1,3,1,5,3,5,1,5,3,5,1,5,1,4,4,1,5,1,5,1,5,2,4,1,4,2,4,1,5,2,3,1,2,2,5,4,5,1,5,1,1,3,2,4,5,3,5,2,5,3,5,5,5,5,4,5,5,1,3,3,5,5,2,4,3,5,5,5,4,5,4,3,3,2,1,4,1,4,3,3,1,4,3,4,3,3,5,1,3,4
5,1,4,5,3,1,5,1,5,3,5,1,4,1,4,3,5,1,5,3,5,1,5,1,4,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,2,3,1,2,4,5,2,4,1,4,3,1,2,1,4,4,2,4,2,5,2,3,4,2,4,3,4,4,1,4,1,5,5,1,4,2,3,5,4,4,5,4,4,4,3,3,5,5,5,4,4,3,4,4,5,3,3,4,3,3,4
6,1,3,5,3,1,4,2,4,3,5,2,3,2,5,3,5,1,5,3,5,1,5,1,3,5,1,3,3,3,5,5,3,3,1,1,1,1,5,1,5,3,5,1,3,5,1,3,3,5,5,2,5,1,4,5,3,5,4,5,2,5,5,1,5,4,1,4,1,4,1,5,5,1,5,1,4,5,2,4,5,2,2,2,3,3,4,5,5,3,5,5,5,5,5,5,5,3,3,3,5
7,1,4,5,3,1,5,1,5,4,5,1,4,1,5,3,5,1,5,4,5,1,5,1,4,4,1,4,2,5,2,2,2,4,2,4,2,4,2,4,2,3,2,2,4,5,2,4,2,2,2,1,4,2,4,5,2,5,2,5,3,5,4,2,4,3,5,4,1,4,2,5,5,1,4,3,3,4,2,3,3,4,4,3,2,2,3,2,3,2,3,3,3,2,4,4,3,4,3,2,3
8,1,3,5,3,1,5,1,5,3,5,1,4,1,5,3,5,1,5,4,5,1,5,1,4,4,1,4,2,4,2,3,4,4,2,3,2,4,1,5,2,3,2,3,4,5,4,4,2,3,1,4,5,2,4,5,2,5,2,5,3,5,4,5,5,4,5,5,3,4,3,5,5,2,5,4,4,5,3,5,5,5,4,4,2,4,4,5,4,3,5,5,5,3,5,5,5,5,4,3,2
9,1,4,5,3,1,5,2,5,3,5,1,3,1,4,3,5,2,5,3,5,1,5,1,4,4,2,4,1,3,2,4,1,4,1,2,3,4,1,4,2,3,1,3,2,5,3,4,1,4,1,3,4,2,5,5,3,5,4,5,2,5,5,3,5,3,5,5,1,4,3,5,5,1,5,1,4,5,4,4,5,2,3,3,3,3,2,3,3,4,5,3,4,4,4,4,3,3,3,3,3
10,1,4,5,3,1,5,1,5,3,5,1,3,1,5,3,5,1,5,3,5,1,5,1,4,5,3,3,1,1,3,5,3,4,4,4,2,2,5,5,5,5,1,4,5,3,3,2,2,4,1,1,4,3,5,5,3,5,3,5,2,5,4,4,5,4,5,5,1,5,3,5,5,1,4,2,4,5,5,4,5,4,5,3,2,2,4,1,2,4,5,4,5,5,4,5,5,4,2,4,5
11,1,5,5,2,1,4,2,3,2,4,1,3,1,5,3,5,3,5,3,5,1,5,1,3,5,2,1,3,3,1,5,4,5,1,2,3,2,1,5,5,3,1,2,2,2,4,3,2,4,2,1,2,2,3,5,3,4,3,4,2,5,2,3,3,4,4,4,1,4,2,4,4,2,2,2,5,5,4,4,4,4,4,4,3,3,4,2,2,4,4,4,4,3,4,4,4,3,1,4,4
